first_name,last_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,f_losses,f_draws,f_dc_nc,fighter_url
Ramiro,Hernandez,175.26,135,NULL,Orthodox,1986-07-22,19,9,0,NULL,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1
Kevin,Lee,175.26,170,195.58,Orthodox,1992-09-04,18,8,0,NULL,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7
Renato,Sobral,185.42,205,190.5,Orthodox,1975-09-07,37,11,0,NULL,http://www.ufcstats.com/fighter-details/d468288756ae3982
Cal,Worsham,180.34,230,NULL,Orthodox,NULL,13,10,0,NULL,http://www.ufcstats.com/fighter-details/de3ed2e152520c8d
Derrick,Mehmen,193.04,205,NULL,NULL,1985-05-30,19,9,0,NULL,http://www.ufcstats.com/fighter-details/6c7dafd03b6cc3f8
SeungGuk,Choi,167.64000000000001,125,162.56,Orthodox,1996-12-26,7,3,0,NULL,http://www.ufcstats.com/fighter-details/adccbc19b22e19af
Irene,Aldana,175.26,135,172.72,Orthodox,1988-03-26,15,8,0,NULL,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
Klaudia,Sygula,172.72,135,175.26,Orthodox,1998-12-30,6,2,0,NULL,http://www.ufcstats.com/fighter-details/9f5e3c20ce40b344
Chris,Solomon,180.34,155,NULL,NULL,NULL,0,0,0,NULL,http://www.ufcstats.com/fighter-details/324c7a749128df8d
Junior,Albini,190.5,264,187.96,Orthodox,1991-03-15,14,6,0,NULL,http://www.ufcstats.com/fighter-details/c482c8605455a213
Allan,Goes,182.88,205,NULL,Orthodox,1971-04-20,10,5,2,NULL,http://www.ufcstats.com/fighter-details/e62b36885ecdac27
Steven,Nguyen,180.34,145,185.42,Switch,1993-05-19,9,2,0,NULL,http://www.ufcstats.com/fighter-details/69037fc7730e4225
Phil,Davis,187.96,205,200.66,Orthodox,1984-09-25,17,4,0,1,http://www.ufcstats.com/fighter-details/902ab9197b83d0db
Hugo,Govea,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/2391a73686200c5d
Mike,Jackson,187.96,170,187.96,Orthodox,1985-03-22,1,2,0,1,http://www.ufcstats.com/fighter-details/0641c21bec209472
Alan,Baudot,190.5,243,200.66,Orthodox,1988-02-01,8,3,0,2,http://www.ufcstats.com/fighter-details/c9a94278df042f46
Scott,Norton,177.8,170,NULL,Orthodox,1973-03-15,7,1,0,NULL,http://www.ufcstats.com/fighter-details/f21a3d68fb9df387
Jason,Fairn,185.42,230,NULL,NULL,NULL,4,5,0,NULL,http://www.ufcstats.com/fighter-details/adea9f0090aa8e14
Sherron,Leggett,172.72,155,NULL,Southpaw,1978-10-27,21,6,0,NULL,http://www.ufcstats.com/fighter-details/4f670b7972fa0a2e
Marcos,Galvao,170.18,135,NULL,Orthodox,1981-06-23,18,8,1,NULL,http://www.ufcstats.com/fighter-details/e15d0a2519d6a0b5
Shannon,Ritch,175.26,190,NULL,Orthodox,1970-09-27,56,83,0,4,http://www.ufcstats.com/fighter-details/1c7cce2f5c17160d
Masaaki,Satake,185.42,220,NULL,Orthodox,1965-08-17,1,8,1,NULL,http://www.ufcstats.com/fighter-details/f4a031ac205ac580
Dmitry,Sosnovskiy,190.5,240,195.58,Orthodox,1989-07-06,11,0,0,NULL,http://www.ufcstats.com/fighter-details/85ff1b9471d35238
Kaloyan,Kolev,187.96,205,185.42,Orthodox,1992-10-17,10,1,0,NULL,http://www.ufcstats.com/fighter-details/33de378ce1734638
Christian,Uflacker,180.34,170,NULL,NULL,1985-08-04,5,0,0,NULL,http://www.ufcstats.com/fighter-details/10ccf4ec9913cadc
Eiji,Mitsuoka,170.18,145,NULL,Southpaw,1976-01-01,18,9,2,NULL,http://www.ufcstats.com/fighter-details/2b4faacc16d66898
Josh,Bennett,193.04,259,NULL,Orthodox,NULL,11,14,0,NULL,http://www.ufcstats.com/fighter-details/c3ac8d0da7b05772
Bubba,Bush,182.88,185,NULL,Orthodox,1985-07-24,8,3,0,1,http://www.ufcstats.com/fighter-details/132505067f08c54d
Alexandre,Dantas,187.96,238,NULL,Orthodox,1979-03-01,0,3,0,NULL,http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a
Kyle,Daukaus,190.5,185,193.04,Southpaw,1993-02-27,11,4,0,1,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440
Dileno,Lopes,165.1,135,NULL,NULL,1984-09-26,19,3,0,NULL,http://www.ufcstats.com/fighter-details/8270c00fae24c922
Rex,Richards,195.57999999999998,265,NULL,NULL,NULL,7,2,0,NULL,http://www.ufcstats.com/fighter-details/ad23903ef3af7406
Dan,Hardy,182.88,170,187.96,Orthodox,1982-05-17,25,10,0,1,http://www.ufcstats.com/fighter-details/473ce3aa581251a2
Hong,Choi,218.44000000000003,330,NULL,Orthodox,1980-10-30,4,5,0,NULL,http://www.ufcstats.com/fighter-details/2c104b7e59a72629
Daniel,Schmitt,NULL,185,NULL,NULL,NULL,2,3,0,NULL,http://www.ufcstats.com/fighter-details/bd02e222a6166d50
Brian,Stann,185.42,205,187.96,Orthodox,1980-09-24,12,6,0,NULL,http://www.ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh,Diego,177.8,135,NULL,NULL,NULL,8,3,0,NULL,http://www.ufcstats.com/fighter-details/983e281d257c24dc
Adlan,Amagov,187.96,170,193.04,Orthodox,1986-10-30,14,2,1,NULL,http://www.ufcstats.com/fighter-details/1e327b281ef6a745
Willamy,Freire,172.72,155,NULL,Orthodox,1987-07-28,26,6,0,NULL,http://www.ufcstats.com/fighter-details/f1f37d667bcd0d27
Ariel,Gandulla,180.34,205,NULL,Orthodox,1968-05-07,7,9,0,1,http://www.ufcstats.com/fighter-details/41904fc4d3f5bffc
Hatsu,Hioki,180.34,145,185.42,Orthodox,1983-07-18,29,10,2,NULL,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2
John,Doyle,180.34,205,NULL,Orthodox,1976-11-21,11,22,0,1,http://www.ufcstats.com/fighter-details/0509b954421bb327
John,Gunderson,175.26,155,175.26,Orthodox,1979-01-05,35,16,2,NULL,http://www.ufcstats.com/fighter-details/a0c139b34f11421a
Wesley,Little,193.04,205,NULL,NULL,NULL,4,8,0,NULL,http://www.ufcstats.com/fighter-details/008c6e1a25751575
Jeremiah,Metcalf,185.42,185,NULL,Orthodox,NULL,13,7,0,NULL,http://www.ufcstats.com/fighter-details/5bdcbd8dd681a257
Kazuhisa,Watanabe,167.64000000000001,139,NULL,NULL,1983-05-18,0,1,0,NULL,http://www.ufcstats.com/fighter-details/951ffadfc4e917ea
JR,Coughran,167.64000000000001,145,NULL,Orthodox,1994-05-17,4,1,0,NULL,http://www.ufcstats.com/fighter-details/8112c9a23dccc759
Brian,Geraghty,170.18,155,NULL,Orthodox,1980-11-04,26,18,1,NULL,http://www.ufcstats.com/fighter-details/15edcf67ccf5be84
Vinc,Pichel,177.8,155,182.88,Orthodox,1982-11-23,14,4,0,NULL,http://www.ufcstats.com/fighter-details/c77a953488e5607d
Egidijus,Valavicius,182.88,200,NULL,Orthodox,NULL,29,12,0,NULL,http://www.ufcstats.com/fighter-details/fc1868f56d3036eb
Adin,Duenas,167.64000000000001,145,NULL,NULL,1988-07-02,6,1,0,NULL,http://www.ufcstats.com/fighter-details/cb6c45b26b0a877a
Brian,Johnston,190.5,230,NULL,Orthodox,NULL,5,5,0,NULL,http://www.ufcstats.com/fighter-details/1c3f5e85b59ec710
Jason,Young,175.26,145,185.42,Orthodox,1986-06-28,9,6,0,NULL,http://www.ufcstats.com/fighter-details/f59e9e49ef85b469
Molly,McCann,162.56,115,157.48,Orthodox,1990-05-04,14,7,0,NULL,http://www.ufcstats.com/fighter-details/51018a31ddf31eb2
Salim,Touahri,177.8,170,182.88,Orthodox,1989-09-28,10,4,0,NULL,http://www.ufcstats.com/fighter-details/cbf1c7ba5408a66f
Caio,Borralho,185.42,185,190.5,Southpaw,1993-01-16,17,1,0,1,http://www.ufcstats.com/fighter-details/4126a78111c0855a
Nasrat,Haqparast,177.8,155,182.88,Southpaw,1995-08-22,17,5,0,NULL,http://www.ufcstats.com/fighter-details/b7b84ccd221be298
Callan,Potter,182.88,170,182.88,Orthodox,1984-06-09,18,9,0,NULL,http://www.ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Rico,DiSciullo,172.72,135,NULL,Orthodox,1986-10-12,9,2,0,1,http://www.ufcstats.com/fighter-details/ec7f7263bf36579b
Royler,Gracie,172.72,150,NULL,Southpaw,1965-12-06,5,5,1,NULL,http://www.ufcstats.com/fighter-details/b807814d977682eb
Alistair,Overeem,193.04,265,203.2,Orthodox,1980-05-17,47,19,0,1,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c
Solomon,Renfro,175.26,170,182.88,Switch,1997-02-05,8,2,0,NULL,http://www.ufcstats.com/fighter-details/ce6b5b93a96dd15b
Luigi,Fioravanti,172.72,170,177.8,Orthodox,1981-01-22,26,15,0,NULL,http://www.ufcstats.com/fighter-details/9583662df31d943f
Louis,Taylor,180.34,185,NULL,Orthodox,1979-05-12,13,4,0,NULL,http://www.ufcstats.com/fighter-details/49bddfee9ed54cf3
Arman,Tsarukyan,170.18,155,182.88,Orthodox,1996-10-11,22,3,0,NULL,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Kyle,Reyes,172.72,145,NULL,NULL,NULL,15,7,0,NULL,http://www.ufcstats.com/fighter-details/7333d6e0f6428acb
Casey,O'Neill,167.64000000000001,125,175.26,Orthodox,1997-10-07,10,2,0,NULL,http://www.ufcstats.com/fighter-details/04835018f90b118c
Sage,Northcutt,182.88,170,180.34,Orthodox,1996-03-01,11,2,0,NULL,http://www.ufcstats.com/fighter-details/ed9d8ee3a4239b1c
Martin,Day,177.8,145,185.42,Orthodox,1988-11-10,8,6,0,NULL,http://www.ufcstats.com/fighter-details/ea3dcc417c322064
Jin,Son,167.64000000000001,135,175.26,Orthodox,1993-04-01,9,4,0,NULL,http://www.ufcstats.com/fighter-details/7c9c6a884be167fe
Mario,Miranda,190.5,185,187.96,Orthodox,1979-07-12,14,7,0,NULL,http://www.ufcstats.com/fighter-details/df2bf09c99594848
Albert,Tumenov,180.34,170,185.42,Orthodox,1991-12-26,18,4,0,NULL,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e
Chris,Indich,177.8,170,NULL,NULL,1987-04-22,6,4,0,NULL,http://www.ufcstats.com/fighter-details/d5b7fac960e58920
Alexander,Otsuka,185.42,205,NULL,Orthodox,1971-07-17,5,13,0,NULL,http://www.ufcstats.com/fighter-details/865aa315ea62c511
Jesse,Bongfeldt,182.88,185,NULL,Orthodox,1980-08-28,16,5,1,NULL,http://www.ufcstats.com/fighter-details/934de214814b8ff4
Eric,Steenberg,NULL,155,NULL,NULL,1983-06-22,5,1,0,NULL,http://www.ufcstats.com/fighter-details/377bc9dc0b2745f9
Naoki,Inoue,175.26,125,180.34,Orthodox,1997-06-14,11,1,0,NULL,http://www.ufcstats.com/fighter-details/199eb7cf6ae90294
Yves,Edwards,175.26,155,185.42,Southpaw,1976-09-30,42,22,1,1,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982
Pablo,Alfonso,172.72,145,NULL,NULL,1983-05-09,9,7,0,NULL,http://www.ufcstats.com/fighter-details/4b37a0bc2ab4cae1
Abus,Magomedov,187.96,185,198.12,Orthodox,1990-09-02,27,6,1,NULL,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Louis,Cosce,175.26,170,180.34,Orthodox,1995-08-27,7,2,0,NULL,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2
Connor,Matthews,172.72,145,180.34,Switch,1992-05-31,7,2,0,NULL,http://www.ufcstats.com/fighter-details/36e78278a77006d4
Baergeng,Jieleyisi,175.26,135,177.8,Orthodox,1995-11-24,18,6,0,NULL,http://www.ufcstats.com/fighter-details/8677e67a75d65b8e
Darrick,Minner,170.18,145,175.26,Orthodox,1990-04-28,26,14,0,NULL,http://www.ufcstats.com/fighter-details/34e516ab361afb1c
Jon,Murphy,190.5,260,NULL,Orthodox,1977-08-09,6,4,0,NULL,http://www.ufcstats.com/fighter-details/1b5c146ee7b86e34
Nazim,Sadykhov,177.8,155,175.26,Southpaw,1994-05-16,9,1,1,NULL,http://www.ufcstats.com/fighter-details/ff62013d2fce6d13
Liudvik,Sholinian,177.8,135,180.34,Orthodox,1990-01-20,9,4,1,NULL,http://www.ufcstats.com/fighter-details/1a54231796e24a3f
Kemran,Lachinov,NULL,170,NULL,NULL,NULL,3,2,0,NULL,http://www.ufcstats.com/fighter-details/eb84192d1a97f69e
Cindy,Dandois,170.18,135,NULL,Orthodox,1984-10-26,8,3,0,NULL,http://www.ufcstats.com/fighter-details/9eef6584fab21fbb
Rashad,Evans,182.88,205,190.5,Orthodox,1979-09-25,19,8,1,NULL,http://www.ufcstats.com/fighter-details/ee779c43a8926d52
Chris,Clements,177.8,170,177.8,Orthodox,1976-02-09,12,6,0,1,http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc
Roxanne,Modafferi,170.18,125,175.26,Orthodox,1982-09-24,25,21,0,NULL,http://www.ufcstats.com/fighter-details/4498b382c65a7faa
Alexander,Munoz,175.26,155,182.88,Switch,1990-02-27,7,2,0,NULL,http://www.ufcstats.com/fighter-details/f8f1ec513bcfef43
Rafael,Rios,NULL,150,NULL,NULL,NULL,4,2,0,NULL,http://www.ufcstats.com/fighter-details/2f5754b48eab1486
Salvador,Woods,180.34,170,NULL,NULL,1985-02-05,8,17,0,NULL,http://www.ufcstats.com/fighter-details/8de471543d9c933e
Sokun,Koh,185.42,205,NULL,NULL,NULL,4,1,0,NULL,http://www.ufcstats.com/fighter-details/6d8ef8706781c49e
Bronson,Mohika,NULL,135,NULL,NULL,NULL,1,1,0,NULL,http://www.ufcstats.com/fighter-details/65239fccecd03404
Ricky,Glenn,182.88,170,177.8,Southpaw,1989-04-12,22,9,2,NULL,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ivana,Petrovic,172.72,125,177.8,Southpaw,1994-06-11,7,2,0,NULL,http://www.ufcstats.com/fighter-details/38c5817ade8a8014
Daron,Cruickshank,172.72,155,182.88,Switch,1985-06-11,18,10,0,1,http://www.ufcstats.com/fighter-details/5f99b2bafb10305f
Shane,Young,172.72,145,182.88,Orthodox,1993-07-31,13,8,0,NULL,http://www.ufcstats.com/fighter-details/4cd8b03aee1d0138
Phil,Caracappa,172.72,135,177.8,Orthodox,1992-06-05,6,1,0,NULL,http://www.ufcstats.com/fighter-details/bd81a97864acf098
Sergei,Kharitonov,182.88,245,NULL,Orthodox,1980-08-18,26,6,0,NULL,http://www.ufcstats.com/fighter-details/0693b2eab79198ea
Alex,Stiebling,187.96,205,NULL,Southpaw,NULL,19,11,1,1,http://www.ufcstats.com/fighter-details/df5a77121ba84a5d
Joey,Roberts,187.96,200,NULL,NULL,NULL,4,3,0,NULL,http://www.ufcstats.com/fighter-details/c058823a2595ab09
Michael,Bisping,185.42,185,190.5,Orthodox,1979-02-28,30,9,0,NULL,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2
Kron,Gracie,175.26,145,177.8,Southpaw,1988-07-11,5,3,0,NULL,http://www.ufcstats.com/fighter-details/242d36d241b43c12
Guido,Cannetti,167.64000000000001,135,172.72,Southpaw,1979-12-19,10,8,0,NULL,http://www.ufcstats.com/fighter-details/d05412b513b19621
Chris,Amarante,NULL,185,NULL,NULL,NULL,2,0,0,NULL,http://www.ufcstats.com/fighter-details/ee0b69e307c857e5
Ricky,Simon,167.64000000000001,135,175.26,Orthodox,1992-08-31,20,6,0,NULL,http://www.ufcstats.com/fighter-details/5987b2458f4b5290
Bryanna,Fissori,162.56,145,NULL,NULL,NULL,2,4,0,NULL,http://www.ufcstats.com/fighter-details/5517bd590dbbe1f8
Brett,Albee,NULL,225,NULL,NULL,NULL,3,2,0,NULL,http://www.ufcstats.com/fighter-details/9b28292abe3166d5
Seth,Baczynski,190.5,170,190.5,Orthodox,1981-10-26,20,14,0,NULL,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a
Kyle,Stewart,182.88,170,193.04,Orthodox,1989-01-31,11,3,0,NULL,http://www.ufcstats.com/fighter-details/bb61823f76361297
Nicolle,Caliari,160.02,125,157.48,Orthodox,1996-11-04,8,3,0,NULL,http://www.ufcstats.com/fighter-details/fc0a4053eb8a3a59
Brunno,Ferreira,177.8,185,182.88,Orthodox,1992-11-04,12,2,0,NULL,http://www.ufcstats.com/fighter-details/1e719d4b676dc19a
John,Franchi,167.64000000000001,145,170.18,Orthodox,1982-07-16,6,2,0,NULL,http://www.ufcstats.com/fighter-details/b9532d815060de7f
Zhang,Lipeng,180.34,155,180.34,Southpaw,1990-03-10,23,9,1,NULL,http://www.ufcstats.com/fighter-details/7b310409440c9102
Jeremy,Hamilton,NULL,185,NULL,NULL,1984-11-14,9,2,0,NULL,http://www.ufcstats.com/fighter-details/7ada6ea792a34424
Seth,Kleinbeck,187.96,185,NULL,NULL,1973-07-25,8,4,0,NULL,http://www.ufcstats.com/fighter-details/8ad022dd81224f61
Hideo,Tokoro,170.18,135,NULL,Orthodox,1977-08-22,34,29,2,NULL,http://www.ufcstats.com/fighter-details/2d5fbe2103f97053
Marvin,Vettori,182.88,185,187.96,Southpaw,1993-09-20,19,7,1,NULL,http://www.ufcstats.com/fighter-details/7acbb0972e75281a
Kevin,Croom,180.34,135,185.42,Orthodox,1987-07-15,21,15,0,1,http://www.ufcstats.com/fighter-details/35b3772629e27a49
Marko,Damiani,182.88,170,NULL,NULL,NULL,0,2,0,NULL,http://www.ufcstats.com/fighter-details/6e9b5c74c0860deb
Rubin,Williams,185.42,185,NULL,Orthodox,1976-04-09,0,1,0,NULL,http://www.ufcstats.com/fighter-details/6f812143641ceff8
Thomas,Paull,170.18,155,170.18,Orthodox,1994-10-15,11,4,0,NULL,http://www.ufcstats.com/fighter-details/dda67d7d3df6b406
Gerald,Meerschaert,185.42,185,195.58,Southpaw,1987-12-18,37,18,0,NULL,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345
Julio,Jr.,172.72,145,NULL,NULL,1994-04-25,33,1,0,NULL,http://www.ufcstats.com/fighter-details/195d0d3e14a2e256
Terrion,Ware,172.72,135,180.34,Orthodox,1986-03-31,17,9,0,NULL,http://www.ufcstats.com/fighter-details/ba5e253af86db1a8
Frank,Caracci,NULL,NULL,NULL,NULL,NULL,2,3,0,NULL,http://www.ufcstats.com/fighter-details/44f9c777fed7ca03
Kultar,Gill,182.88,154,NULL,Orthodox,1979-03-24,12,8,0,NULL,http://www.ufcstats.com/fighter-details/42c96a9c4802e2e1
Henry,Briones,172.72,135,175.26,Orthodox,1980-10-22,16,8,1,NULL,http://www.ufcstats.com/fighter-details/01fcef7e3d051722
Austin,Hubbard,177.8,155,180.34,Orthodox,1991-12-22,17,8,0,NULL,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed
Gabriel,Benitez,172.72,155,180.34,Southpaw,1988-06-15,23,13,0,NULL,http://www.ufcstats.com/fighter-details/436f970c9ea9169c
Dave,Phillips,182.88,185,NULL,Orthodox,1980-01-12,13,7,0,NULL,http://www.ufcstats.com/fighter-details/99020eeb8cd5689d
Kenny,Robertson,177.8,170,187.96,Orthodox,1984-02-14,15,5,0,NULL,http://www.ufcstats.com/fighter-details/6e0273f9478be71e
Hiroshi,Izumi,NULL,205,NULL,Orthodox,1982-06-22,4,2,0,NULL,http://www.ufcstats.com/fighter-details/53e4e21f4c688801
Valter,Walker,198.12,265,198.12,Orthodox,1997-12-14,12,1,0,NULL,http://www.ufcstats.com/fighter-details/f5779a2303ed76ec
Da,Jung,193.04,205,198.12,Orthodox,1993-12-07,15,6,1,NULL,http://www.ufcstats.com/fighter-details/74f9448b97bf8bec
John,Elias,193.04,205,NULL,NULL,NULL,3,1,0,NULL,http://www.ufcstats.com/fighter-details/e873203fd50542f6
Don,Shainis,167.64000000000001,145,170.18,Orthodox,1990-09-16,12,5,0,NULL,http://www.ufcstats.com/fighter-details/da4628f173337902
Kevin,Jordan,190.5,245,NULL,Orthodox,1970-12-31,11,9,0,NULL,http://www.ufcstats.com/fighter-details/02e52b3a595f0786
Igor,Vovchanchyn,172.72,205,NULL,Orthodox,1973-08-06,55,10,0,1,http://www.ufcstats.com/fighter-details/7929be8290289a47
Natalia,Silva,162.56,125,165.1,Southpaw,1997-02-03,18,5,1,NULL,http://www.ufcstats.com/fighter-details/262d32ebda89efc4
Edson,Berto,167.64000000000001,155,NULL,Orthodox,1983-07-05,17,12,1,NULL,http://www.ufcstats.com/fighter-details/66766984842c13dc
Antonina,Shevchenko,172.72,125,170.18,Southpaw,1984-11-20,10,4,0,NULL,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c
Chad,Robichaux,162.56,135,NULL,NULL,1975-08-18,13,2,0,NULL,http://www.ufcstats.com/fighter-details/b2aa1e07b5b3306e
Nasrudin,Nasrudinov,182.88,205,180.34,Orthodox,1991-10-06,9,1,0,NULL,http://www.ufcstats.com/fighter-details/769fa803bf9d2e3b
Renan,Barao,167.64000000000001,145,177.8,Orthodox,1987-01-31,34,9,0,1,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c
Ivan,Serati,182.88,205,NULL,Orthodox,NULL,12,4,0,NULL,http://www.ufcstats.com/fighter-details/b23fca14c7b79935
Devin,Smyth,177.8,170,182.88,Switch,1995-07-21,4,2,0,NULL,http://www.ufcstats.com/fighter-details/7684c8137b4545ba
Sam,Spengler,180.34,185,NULL,Orthodox,NULL,9,5,0,NULL,http://www.ufcstats.com/fighter-details/221b2a3070c7ce3e
Donny,Walker,175.26,135,NULL,NULL,1980-01-04,15,10,0,NULL,http://www.ufcstats.com/fighter-details/e6147d5ab3685899
Nate,Diaz,182.88,170,193.04,Southpaw,1985-04-16,22,13,0,NULL,http://www.ufcstats.com/fighter-details/8355922d564b152c
Roshan,Mainam,NULL,135,NULL,NULL,NULL,6,3,0,NULL,http://www.ufcstats.com/fighter-details/b301292b1bc92bdb
Martin,Svensson,185.42,155,NULL,NULL,1985-04-25,15,6,0,NULL,http://www.ufcstats.com/fighter-details/bcad7223af3c19da
Brian,Ortega,172.72,145,175.26,Switch,1991-02-21,16,4,0,1,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Andrea,Lee,167.64000000000001,125,175.26,Orthodox,1989-02-11,13,10,0,NULL,http://www.ufcstats.com/fighter-details/05fa626cb33d15b8
Will,Santiago,170.18,185,NULL,Orthodox,1983-02-08,9,5,0,NULL,http://www.ufcstats.com/fighter-details/4920292f5d9b76df
Keiichiro,Yamamiya,180.34,185,NULL,Southpaw,1972-07-12,45,35,1,1,http://www.ufcstats.com/fighter-details/6014d25e73b669c9
Erick,Gonzalez,180.34,155,190.5,Orthodox,1992-01-20,14,8,0,NULL,http://www.ufcstats.com/fighter-details/a2ccf35a88346a91
George,Pacurariu,170.18,135,NULL,NULL,1984-07-28,10,5,0,NULL,http://www.ufcstats.com/fighter-details/c51da79b0346b5b7
Christian,Rodriguez,170.18,145,180.34,Orthodox,1997-12-17,12,2,0,NULL,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e
Rhys,McKee,187.96,170,198.12,Orthodox,1995-09-10,13,6,1,NULL,http://www.ufcstats.com/fighter-details/f748267c4ab6c127
Brandon,Girtz,170.18,155,NULL,NULL,1985-03-06,14,7,0,NULL,http://www.ufcstats.com/fighter-details/81f1810f72df8f25
Mike,Zichelle,NULL,205,NULL,NULL,NULL,8,4,0,NULL,http://www.ufcstats.com/fighter-details/6d3398b910461f2f
Tyler,Hill,190.5,170,NULL,Switch,1991-08-10,8,2,0,NULL,http://www.ufcstats.com/fighter-details/006efbb0c1621fd7
Hussain,Rasouli,167.64000000000001,135,NULL,NULL,NULL,2,3,0,NULL,http://www.ufcstats.com/fighter-details/9d61d8cb1c354867
Curtis,Blaydes,193.04,265,203.2,Orthodox,1991-02-18,18,5,0,1,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440
Branden,Hinkle,190.5,235,NULL,Orthodox,1973-07-29,17,11,0,1,http://www.ufcstats.com/fighter-details/06f0ffa6446c5b6d
Joao,Zeferino,180.34,170,NULL,Orthodox,1986-01-15,21,9,0,NULL,http://www.ufcstats.com/fighter-details/be4076c9e8d791e3
Andre,Amado,182.88,154,NULL,Orthodox,NULL,6,4,1,NULL,http://www.ufcstats.com/fighter-details/20821819c401ced8
Ronda,Rousey,170.18,135,167.64,Orthodox,1987-02-01,12,2,0,NULL,http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d
Nick,Klein,185.42,185,195.58,Orthodox,1995-09-08,6,1,0,NULL,http://www.ufcstats.com/fighter-details/7eaa5e31c2dd86aa
Erik,Silva,175.26,145,180.34,Orthodox,1987-03-16,9,3,0,NULL,http://www.ufcstats.com/fighter-details/21b813b919776d90
Carlos,Barreto,193.04,230,NULL,Orthodox,NULL,14,9,0,NULL,http://www.ufcstats.com/fighter-details/a220be6d41d6f97d
Tony,Juarez,NULL,155,NULL,NULL,NULL,1,12,0,NULL,http://www.ufcstats.com/fighter-details/97f3692d5444a80a
Cub,Swanson,172.72,145,177.8,Orthodox,1983-11-02,30,14,0,NULL,http://www.ufcstats.com/fighter-details/d247691a6c0e9034
John,Kolosci,180.34,185,NULL,Orthodox,1974-11-26,15,9,0,NULL,http://www.ufcstats.com/fighter-details/5f6038bcdb95e3e4
Johnny,Eduardo,170.18,135,180.34,Orthodox,1978-08-03,28,13,0,NULL,http://www.ufcstats.com/fighter-details/528c24b99fbaab79
Josiah,Harrell,170.18,170,172.72,Southpaw,1998-11-13,7,0,0,NULL,http://www.ufcstats.com/fighter-details/e5864a42c80294f6
Ryan,Tobar,NULL,155,NULL,NULL,NULL,3,3,0,NULL,http://www.ufcstats.com/fighter-details/57481f1f10530c61
Nikolas,Motta,175.26,155,177.8,Orthodox,1993-02-08,15,5,0,1,http://www.ufcstats.com/fighter-details/37f560436d745c18
Jordan,Espinosa,167.64000000000001,125,175.26,Orthodox,1989-11-08,15,9,0,1,http://www.ufcstats.com/fighter-details/215a70f073a7b726
Lionel,Lanham,NULL,205,NULL,NULL,1980-08-31,5,1,0,NULL,http://www.ufcstats.com/fighter-details/b8980dd7e8fc5976
Kevin,Natividad,167.64000000000001,135,177.8,Orthodox,1993-04-02,9,4,0,NULL,http://www.ufcstats.com/fighter-details/0c258d1d8e16e5f1
TJ,Laramie,167.64000000000001,145,167.64,Orthodox,1997-10-15,12,5,0,NULL,http://www.ufcstats.com/fighter-details/cd2e5a390821fb48
Cam,Teague,177.8,145,175.26,Orthodox,1998-02-13,7,1,0,NULL,http://www.ufcstats.com/fighter-details/b47c9ea5f2895d6e
George,Sullivan,182.88,170,185.42,Orthodox,1981-03-13,17,7,0,1,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b
Anton,Turkalj,193.04,205,198.12,Orthodox,1996-06-10,8,4,0,NULL,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Ryan,Bader,187.96,205,187.96,Orthodox,1983-06-07,23,5,0,NULL,http://www.ufcstats.com/fighter-details/c0ab242c40decc55
Mizuki,NULL,160.02,115,165.1,Orthodox,1994-08-19,15,6,0,NULL,http://www.ufcstats.com/fighter-details/43a59ce3bb40449e
Mike,Davis,NULL,NULL,NULL,NULL,NULL,2,0,0,NULL,http://www.ufcstats.com/fighter-details/c8661e204c66f325
Mitsuhiro,Ishida,167.64000000000001,154,NULL,Southpaw,1978-12-29,20,8,1,NULL,http://www.ufcstats.com/fighter-details/82f5c81f4e3c3eb5
Danny,Davis,187.96,170,NULL,NULL,1982-07-28,13,11,1,NULL,http://www.ufcstats.com/fighter-details/570d40f993171b19
